id,name,image,description,type,cost,slots,effects,requires
17f69526839l0hykt29wlkzjaekmfp,Carian Slicer,https://eldenring.fanapis.com/images/sorceries/17f69526839l0hykt29wlkzjaekmfp.png,One of the sorceries of the Carian royal family.,Sorceries,4,1,Performs swift sweeping slash using magical sword,"[{'name': 'Intelligence', 'amount': 14}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f697a3cebl0hykt5z1wd5xboo99x,Crystal Barrage,https://eldenring.fanapis.com/images/sorceries/17f697a3cebl0hykt5z1wd5xboo99x.png,One of the glintstone sorceries of the Academy of Raya Lucaria.,Sorceries,14,1,Fires a volley of glintstone crystal shards,"[{'name': 'Intelligence', 'amount': 23}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f6935c00al0hykt61d5dex7ibki,Collapsing Stars,https://eldenring.fanapis.com/images/sorceries/17f6935c00al0hykt61d5dex7ibki.png,One of the glintstone sorceries that manipulates gravitational forces.,Sorceries,18,1,Pulls foes toward caster with gravity projectile volley,"[{'name': 'Intelligence', 'amount': 36}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f69383db4l0hykt8reipbquz8e6t,Comet Azur,https://eldenring.fanapis.com/images/sorceries/17f69383db4l0hykt8reipbquz8e6t.png,"Legendary sorcery devised by Azur, primeval sorcerer. Fires a tremendous comet in a torrent akin to the distant starry expanse, the place said to be the origin of glintstone. Hold to continue releasing the sorcery's power. When Azur glimpsed into the primeval current, he saw darkness. He was left both bewitched and fearful of the abyss.",Sorceries,40,3,Fires a tremendous comet within a starry torrent,"[{'name': 'Intelligence', 'amount': 60}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f69246033l0hykt9k2ifr73lab5s,Crystal Burst,https://eldenring.fanapis.com/images/sorceries/17f69246033l0hykt9k2ifr73lab5s.png,"One of the glintstone sorceries of the Academy of Raya Lucaria. Fires a burst of glintstone crystal shards. This sorcery can be cast repeatedly and while in motion. Charging increases potency. A sorcery of the Crystal Cadre, a group of sorcerers who pursued the wisdom of stone - the secrets locked in the faint cogitation of the Crystalians.",Sorceries,14,1,Fires a burst of glintstone crystal shards,"[{'name': 'Intelligence', 'amount': 18}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f69173b9bl0hyktcuppfyv71lx3,Comet,https://eldenring.fanapis.com/images/sorceries/17f69173b9bl0hyktcuppfyv71lx3.png,"One of the glintstone sorceries of the Academy of Raya Lucaria. Fires a great magical comet. This sorcery can be cast repeatedly and while in motion. Charging enhances potency. The greatest of the Karolos Conspectus's sorceries, that only a very few sorcerers have ever mastered.",Sorceries,38,1,Fires a great magic comet,"[{'name': 'Intelligence', 'amount': 52}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f68f97095l0hykuc91iv4akp5w4i,Crystal Torrent,https://eldenring.fanapis.com/images/sorceries/17f68f97095l0hykuc91iv4akp5w4i.png,Sorcery of the mysterious Crystalians.,Sorceries,24,1,Creates crystal mass that fires stream of crystal shards,"[{'name': 'Intelligence', 'amount': 47}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f69346f84l0hykudkkqg6v1lwpk,Crystal Release,https://eldenring.fanapis.com/images/sorceries/17f69346f84l0hykudkkqg6v1lwpk.png,"Sorcery of the mysterious Crystalians. Creates a mass of crystal, then shatters it to scour a wide area with a violent rain of crystal shards. This sorcery is used by high-ranking adepts among the Crystalians. Some also call this sorcery ""the Crystal Sun.""",Sorceries,38,1,Scours area with violent rain of crystal shards,"[{'name': 'Intelligence', 'amount': 41}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f69402fafl0hykuks706v0mkdjbd,Fia's Mist,https://eldenring.fanapis.com/images/sorceries/17f69402fafl0hykuks706v0mkdjbd.png,"Sorcery of Fia, the Deathbed Companion. Creates a deathly mist before the caster, which inflicts Death blight upon those who enter. This sorcery can be cast while in motion. Charging enhances range of the mist. This sorcery was developed to oppose the Roundtable Hold, and is effective only against the Tarnished.",Sorceries,25,1,Release a mist of death before caster,"[{'name': 'Intelligence', 'amount': 23}, {'name': 'Faith', 'amount': 18}, {'name': 'Arcane', 'amount': 0}]"
17f696b6eael0hykuqvnuxlujdx0r9,Eternal Darkness,https://eldenring.fanapis.com/images/sorceries/17f696b6eael0hykuqvnuxlujdx0r9.png,"Forbidden sorcery of Sellia, Town of Sorcery. ",Sorceries,25,1,Creates a dark space that draws in spells,"[{'name': 'Intelligence', 'amount': 35}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f698816aal0hykuwweto12afmr3,Frozen Armament,https://eldenring.fanapis.com/images/sorceries/17f698816aal0hykuwweto12afmr3.png,Sorcery said to have been used by the old snow witch. Enchants armament held in the right hand with frost. This sorcery can be cast while in motion. The snowy crone taught the young Ranni to fear the dark moon as she imparted her cold sorcery.,Sorceries,20,1,Enchants right-hand armament with frost,"[{'name': 'Intelligence', 'amount': 15}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f69206fd7l0hykuyci822nhe618p,Founding Rain Of Stars,https://eldenring.fanapis.com/images/sorceries/17f69206fd7l0hykuyci822nhe618p.png,"The eldest primeval sorcery, said to have been discovered by an",Sorceries,46,2,Releases a downpour of star rain for a while,"[{'name': 'Intelligence', 'amount': 52}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f6989bf92l0hykv0ugfsrr1nuyy6,Explosive Ghostflame,https://eldenring.fanapis.com/images/sorceries/17f6989bf92l0hykv0ugfsrr1nuyy6.png,Sorcery of the servants of Death.,Sorceries,36,1,Causes ghostflame explosion that burns wide area,"[{'name': 'Intelligence', 'amount': 42}, {'name': 'Faith', 'amount': 30}, {'name': 'Arcane', 'amount': 0}]"
17f698eaeabl0hykv0y1tsef3d740n,Freezing Mist,https://eldenring.fanapis.com/images/sorceries/17f698eaeabl0hykv0y1tsef3d740n.png,Sorcery said to have been used by the old snow witch.,Sorceries,20,1,Releases cold mist before caster,"[{'name': 'Intelligence', 'amount': 21}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f6970b6del0hykw6jbvxlnultl,Gelmir's Fury,https://eldenring.fanapis.com/images/sorceries/17f6970b6del0hykw6jbvxlnultl.png,One of the sorceries developed from the magma of Mt. Gelmir.,Sorceries,27,1,Covers area with surge of magma from the earth,"[{'name': 'Intelligence', 'amount': 28}, {'name': 'Faith', 'amount': 15}, {'name': 'Arcane', 'amount': 0}]"
17f697a11c6l0hykw8gs7a4bj2bzi,Gavel Of Haima,https://eldenring.fanapis.com/images/sorceries/17f697a11c6l0hykw8gs7a4bj2bzi.png,"One of the glintstone sorceries of the Academy of Raya Lucaria. Creates a magical greathammer and slams it down. Allows one follow-up attack. Drawn from the scholarly conspectus of Haima, the adjudicator of the academy, this sorcery employs might as a means to quell conflict.",Sorceries,37,1,Attacks using a magic greathammer,"[{'name': 'Intelligence', 'amount': 25}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f6923b831l0hykweqyar0a2aerzn,Glintstone Arc,https://eldenring.fanapis.com/images/sorceries/17f6923b831l0hykweqyar0a2aerzn.png,Fires a horizontal arc of magic that spreads outward. This sorcery can be cast repeteadly and while in motion.,Sorcery,10,1,Fires a horizontally-widening magic arc,"[{'name': 'Intelligence', 'amount': 13}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f6933356el0hykwkb5c4f5eue05g,Glintstone Cometshard,https://eldenring.fanapis.com/images/sorceries/17f6933356el0hykwkb5c4f5eue05g.png,"One of the glintstone sorceries of the Academy of Raya Lucaria. Fires a magical comet with a trailing tail. This sorcery can be cast repeatedly and while in motion. Charging enhances potency. A sorcery of the Karolos Conspectus, the most venerable of the academy.",Sorceries,25,1,Fires a magic comet with a trailing tail,"[{'name': 'Intelligence', 'amount': 36}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f692eb5c4l0hykwkentckpz3y24a,Glintstone Pebble,https://eldenring.fanapis.com/images/sorceries/17f692eb5c4l0hykwkentckpz3y24a.png,The most basic glintstone sorcery of the Academy of Raya Lucaria.,Sorcery,7,1,Fires magic projectiles from glintstone,"[{'name': 'Intelligence', 'amount': 10}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f6944ddfel0hykwkrvbsv9aa4yv,Glintstone Stars,https://eldenring.fanapis.com/images/sorceries/17f6944ddfel0hykwkrvbsv9aa4yv.png,One of the glintstone sorceries of the Academy of Raya Lucaria.,Sorcery,14,1,Fires three shooting stars that pursue foes,"[{'name': 'Intelligence', 'amount': 12}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f6964e156l0hykwlsm0jw2254jkf,Glintstone Icecrag,https://eldenring.fanapis.com/images/sorceries/17f6964e156l0hykwlsm0jw2254jkf.png,Sorcery said to have been used by the old snow witch.,Sorceries,12,1,Fires mass of cold magic from glintstone,"[{'name': 'Intelligence', 'amount': 15}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f694aa956l0hykwnt8t2s7k2ohg8,Glintblade Phalanx,https://eldenring.fanapis.com/images/sorceries/17f694aa956l0hykwnt8t2s7k2ohg8.png,One of the sorceries of the Carian royal family.,Sorceries,20,1,Forms a defensive arch of magic glintblades,"[{'name': 'Intelligence', 'amount': 22}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f68fa1c72l0hykxlbrlhvbrbbyqn,Gravity Well,https://eldenring.fanapis.com/images/sorceries/17f68fa1c72l0hykxlbrlhvbrbbyqn.png,One of the glintstone sorceries that manipulates gravitational forces. Fires a projectile of condensed gravitational force. Those struck by it will be pulled toward the caster. Charging enhances potency. A gravitational technique studied by the young Radahn. His master was an Alabaster Lord with skin of stone.,Sorceries,12,1,Pulls foes toward caster with gravity projectile,"[{'name': 'Intelligence', 'amount': 17}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f696ff8b3l0hyky03xbsyxdc6ybe,Great Glintstone Shard,https://eldenring.fanapis.com/images/sorceries/17f696ff8b3l0hyky03xbsyxdc6ybe.png,"One of the glintstone sorceries of the Academy of Raya Lucaria. The glintstone serves as a conduit, launching large magical projectiles at foes. This sorcery can be cast repeatedly and while in motion. Those unworthy of the stone crown typically end their brief journey into sorcery here.",Sorceries,12,1,Fires larger magic projectiles from glintstone,"[{'name': 'Intelligence', 'amount': 16}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f6916d3a1l0hyky82ck5l071k7zt,Lucidity,https://eldenring.fanapis.com/images/sorceries/17f6916d3a1l0hyky82ck5l071k7zt.png,One of the sorceries of the Carian royal family.,Sorceries,10,1,Alleviates buildup of sleep and madness,"[{'name': 'Intelligence', 'amount': 17}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f69580940l0hyky9z5ebz67i2kvd,Greatblade Phalanx,https://eldenring.fanapis.com/images/sorceries/17f69580940l0hyky9z5ebz67i2kvd.png,"One of the sorceries of the Carian royal family. Creates a defensive arch of larger magic glintblades overhead, which automatically attack nearby foes. Used by the enchanted troll knights. They were the comrades of the young Rennala, bound by oath.",Sorceries,43,1,Forms a defensive arch of larger magic glintblades,"[{'name': 'Intelligence', 'amount': 29}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f695ccb66l0hykyaen5y0w0khkll,Great Oracular Bubble,https://eldenring.fanapis.com/images/sorceries/17f695ccb66l0hykyaen5y0w0khkll.png,Sorcery of the claymen who served as priests in the ancient,Sorceries,16,1,Launches a large magic bubble,"[{'name': 'Intelligence', 'amount': 25}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 18}]"
17f6971b61dl0hykyaiiyblbxaeim,Oracle Bubble,https://eldenring.fanapis.com/images/sorceries/17f6971b61dl0hykyaiiyblbxaeim.png,Sorcery of the claymen who served as priests in the ancient dynasty.,Sorcery,12,1,Launches several bubbles of magic.,"[{'name': 'Intelligence', 'amount': 10}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f6921c90fl0hykycr9xzxlra3r57,Loretta's Greatbow,https://eldenring.fanapis.com/images/sorceries/17f6921c90fl0hykycr9xzxlra3r57.png,Sorcery used by Royal Knight Loretta. Creates a magic greatbow and fires a great arrow. Charging enhances potency. Hold to keep the great arrow nocked. It is said that the bow was Loretta's favored weapon.,Sorceries,32,1,Fires great arrow from a magic greatbow,"[{'name': 'Intelligence', 'amount': 26}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f696d8893l0hykyj6qhbawvh09t,Loretta's Mastery,https://eldenring.fanapis.com/images/sorceries/17f696d8893l0hykyj6qhbawvh09t.png,"Sorcery used by Loretta, Knight of the Haligtree. Creates a magic greatbow and fires four great arrows simultaneously. Charging enhances potency. Hold to keep the great arrows nocked. Developed by Loretta after her long, bloody journey to seek out a place where the Albinaurics could live in peace. ",Sorceries,50,1,Fires four great arrow from a magic greatbow at once,"[{'name': 'Intelligence', 'amount': 46}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f69330670l0hykywaqrpmwdbzpyj,Magic Downpour,https://eldenring.fanapis.com/images/sorceries/17f69330670l0hykywaqrpmwdbzpyj.png,One of the sorceries of the Carian royal family.,Sorceries,25,1,Summon a magic mass that sprays projectiles over area,"[{'name': 'Intelligence', 'amount': 15}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f69818087l0hykz26ox2vtdp84yq,Magic Glintblade,https://eldenring.fanapis.com/images/sorceries/17f69818087l0hykz26ox2vtdp84yq.png,An old sorcery of the Carian Royal Family.,Sorceries,12,1,Creates sigil that forms a projectile glintblade after delay,"[{'name': 'Intelligence', 'amount': 14}]"
17f6985da4cl0hykzwl2ly1lk18kxg,Magma Shot,https://eldenring.fanapis.com/images/sorceries/17f6985da4cl0hykzwl2ly1lk18kxg.png,One of the sorceries developed from the magma of Mt. Gelmir.,Sorceries,24,1,Fire lump of magma that explodes on contact,"[{'name': 'Intelligence', 'amount': 19}, {'name': 'Faith', 'amount': 10}, {'name': 'Arcane', 'amount': 0}]"
17f6979d7f4l0hyl01q26suhho4xsd,Meteorite,https://eldenring.fanapis.com/images/sorceries/17f6979d7f4l0hyl01q26suhho4xsd.png,"A glintstone sorcery that draws on gravitational force, used by a great white king with stone skin. Calls small meteorites down from the sky. The meteor shower continues for as long as the sorcery is in effect. It is said that, in the Eternal City, now lost in ruin underground, meteorites held the same import as stars.",Sorcery,30,1,Calls small meteors down from the sky.,"[{'name': 'Intelligence', 'amount': 30}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f69763b5dl0hyl03j39aq843i4li,Night Comet,https://eldenring.fanapis.com/images/sorceries/17f69763b5dl0hyl03j39aq843i4li.png,"One of the night sorceries of Sellia, Town of Sorcery.",Sorceries,32,1,Fires semi-invisible magic comet,"[{'name': 'Intelligence', 'amount': 38}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f68fe64del0hyl068olsfxrrts7,Meteorite Of Astel,https://eldenring.fanapis.com/images/sorceries/17f68fe64del0hyl068olsfxrrts7.png,One of the glintstone sorceries that manipulates gravitational forces. Summons a void that emits a hail of meteorites. Hold to continue the effect. A manifestation of the power with which Astel leveled the Eternal City.,Sorceries,60,2,Calls a hail of small meteorites from the void.,"[{'name': 'Intelligence', 'amount': 55}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f69717eddl0hyl0exs9l0a0sdw6s,Night Shard,https://eldenring.fanapis.com/images/sorceries/17f69717eddl0hyl0exs9l0a0sdw6s.png,"One of the night sorceries of Sellia, Town of Sorcery. ",Sorceries,7,1,Swiftly fires a semi-invisible,"[{'name': 'Intelligence', 'amount': 18}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f690350b7l0hyl0i9t31pb2ahyzj,Night Maiden's Mist,https://eldenring.fanapis.com/images/sorceries/17f690350b7l0hyl0i9t31pb2ahyzj.png,"One of the night sorceries of Sellia, Town of Sorcery.",Sorceries,20,1,Releases life-sapping silver mist before caster,"[{'name': 'Intelligence', 'amount': 14}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f69062ddbl0hyl0j0sh5cueid15m,Rancorcall,https://eldenring.fanapis.com/images/sorceries/17f69062ddbl0hyl0j0sh5cueid15m.png,Sorcery of the servants of Death.,Sorceries,14,1,Summons vengeful spirits that chase down foes,"[{'name': 'Intelligence', 'amount': 16}, {'name': 'Faith', 'amount': 14}, {'name': 'Arcane', 'amount': 0}]"
17f698db556l0hyl0jjihm0vl3xdwh,Oracle Bubbles,https://eldenring.fanapis.com/images/sorceries/17f698db556l0hyl0jjihm0vl3xdwh.png,Sorcery of the claymen who served as priests in the ancient,Sorceries,12,1,Launches several small magic bubbles.,"[{'name': 'Intelligence', 'amount': 19}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 15}]"
17f696ded8bl0hyl1chm38nbkimwj9,Rennala's Full Moon,https://eldenring.fanapis.com/images/sorceries/17f696ded8bl0hyl1chm38nbkimwj9.png,"Sorcery associated with the Carian queen. Uses the caster as a vessel to incarnate a full moon, then sends it floating toward foes. The full moon dispels all sorcery that touches it, and temporarily reduces magic damage negation for those it strikes. Queen Rennala encountered this enchanting moon when she was young, and later, it would bewitch the academy.",Sorceries,55,2,Incarnate a full moon and launch it at foes,"[{'name': 'Intelligence', 'amount': 70}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f6933fcffl0hyl1h3yit07w1s9ta,Ranni's Dark Moon,https://eldenring.fanapis.com/images/sorceries/17f6933fcffl0hyl1h3yit07w1s9ta.png,Legendary sorcery associated with the Carian queen. ,Sorceries,62,2,"Incarnate a cold, dark moon and launch it at foes.","[{'name': 'Intelligence', 'amount': 68}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f6960508el0hyl1nhkrxurxy1oqd,Rock Blaster,https://eldenring.fanapis.com/images/sorceries/17f6960508el0hyl1nhkrxurxy1oqd.png,One of the glintstone sorceries of the Academy of Raya Lucaria.,Sorceries,30,1,Thurst staff into ground to emit a massive shockwave,"[{'name': 'Intelligence', 'amount': 21}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f695b8eb1l0hyl1wwn8bq4hod2yh,Roiling Magma,https://eldenring.fanapis.com/images/sorceries/17f695b8eb1l0hyl1wwn8bq4hod2yh.png,"One of the sorceries developed from the magma of Mt. Gelmir. Fires a lump of condensed magma that explodes a short delay after hitting the target. Charging enhances potency and further delays the explosion. After discovering the ancient hexes of Gelmir, Rykard, son of Queen Rennala, brought them back into practical use as new forms of sorcery.",Sorceries,32,1,Fires lump of magma that explodes after delay,"[{'name': 'Intelligence', 'amount': 21}, {'name': 'Faith', 'amount': 12}, {'name': 'Arcane', 'amount': 0}]"
17f6956b602l0hyl1xzxdrjbidynzq,Rykard's Rancor,https://eldenring.fanapis.com/images/sorceries/17f6956b602l0hyl1xzxdrjbidynzq.png,"The terrible power of Rykard, Lord of Blasphemy. ",Sorceries,35,2,Releases searing spirits that repeatedly explode after delay,"[{'name': 'Intelligence', 'amount': 40}, {'name': 'Faith', 'amount': 18}, {'name': 'Arcane', 'amount': 0}]"
17f697513fdl0hyl1yp7y0bcj3si6i,Rock Sling,https://eldenring.fanapis.com/images/sorceries/17f697513fdl0hyl1yp7y0bcj3si6i.png,One of the glintstone sorceries that manipulates gravitational forces. ,Sorceries,18,1,Summons rocks from the earth and sends its flying,"[{'name': 'Intelligence', 'amount': 18}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f694eec4fl0hyl27r5xh06ckw1so,Scholar's Armament,https://eldenring.fanapis.com/images/sorceries/17f694eec4fl0hyl27r5xh06ckw1so.png,One of the glintstone sorceries of the Academy of Raya Lucaria.,Sorceries,25,1,Enchants right-hand armament with magic damage,"[{'name': 'Intelligence', 'amount': 12}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f69379d7el0hyl27xfguetq35bni,Scholar's Shield,https://eldenring.fanapis.com/images/sorceries/17f69379d7el0hyl27xfguetq35bni.png,One of the glintstone sorceries of the Academy of Raya Lucaria.,Sorceries,30,1,Enhances left-handed shield damage negation,"[{'name': 'Intelligence', 'amount': 12}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f69233f99l0hyl32ixqa8cf501y,Shard Spiral,https://eldenring.fanapis.com/images/sorceries/17f69233f99l0hyl32ixqa8cf501y.png,One of the glintstone sorceries of the Academy of Raya Lucaria.,Sorceries,16,1,Fire twin spiraling projectiles,"[{'name': 'Intelligence', 'amount': 27}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f69240fcdl0hyl38ber0x0u7bv3d,Shatter Earth,https://eldenring.fanapis.com/images/sorceries/17f69240fcdl0hyl38ber0x0u7bv3d.png,"One of the glintstone sorceries of the Academy of Raya Lucaria. Imbues the ferrule of the caster's staff with magic, then thrusts it into the ground to create a magical shockwave. Allows one follow-up attack. A Stonedigger sorcery used by the glintstone miners of the crystal tunnel. At the academy, use of this sorcery was a stigma that marked out failed scholars.",Sorceries,12,1,Thrust staff into ground to emit a shockwave,"[{'name': 'Intelligence', 'amount': 15}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f6902b989l0hyl3f6iorcnaeypi,Starlight,https://eldenring.fanapis.com/images/sorceries/17f6902b989l0hyl3f6iorcnaeypi.png,One of the glintstone sorceries of the Academy of Raya Lucaria.,Sorceries,12,1,Creates star light to illuminate surroundings,"[{'name': 'Intelligence', 'amount': 15}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f693402e5l0hyl3gzhtqb01yjf3k,Star Shower,https://eldenring.fanapis.com/images/sorceries/17f693402e5l0hyl3gzhtqb01yjf3k.png,One of the glintstone sorceries of the Academy of Raya Lucaria. Fires six magic shooting stars that pursue the target. This sorcery can be cast while in motion. Charging enhances potency. The most difficult to master of the Olivinus Conspectus sorceries.,Sorceries,36,1,Fires six shooting stars that pursue foes,"[{'name': 'Intelligence', 'amount': 24}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
